date,dist_m,mov_s,hr,intensity,load,name
2025-12-30,1782.74,574,141,,8,Burlingame Running
2025-12-30,6422.68,1362,158,87.1,29,Burlingame Running
2025-12-30,1801.62,489,137,,6,Burlingame Running
2025-12-28,10025.97,2575,167,96.6,67,San Mateo Running
2025-12-24,14022.91,3753,162,89.2,85,San Mateo Running
2025-12-23,1361.77,484,143,,7,Burlingame Running
2025-12-23,6854.10,1534,145,73.2,23,Burlingame Running
2025-12-23,2385.39,705,138,67.7,9,Burlingame Running
2025-12-22,9277.85,2557,148,75.6,41,San Mateo Running
2025-12-20,9956.03,4294,122,51.5,32,San Mateo Running
2025-12-19,12130.94,3265,167,95.4,85,San Mateo Running
2025-12-16,1791.66,629,155,82.8,12,Burlingame Running
2025-12-16,7006.54,1623,172,101.8,47,Burlingame Running
2025-12-16,2395.95,711,143,70.5,10,Burlingame Running
2025-12-14,7219.04,1682,173,105.5,52,San Francisco Running
2025-12-14,1544.06,470,132,,5,San Francisco Running
2025-12-12,4175.06,1092,161,90.6,25,San Mateo Running
2025-12-09,5059.84,1071,160,91.0,25,Burlingame Running
2025-12-09,2605.46,740,131,58.2,7,Burlingame Running
2025-12-06,1748.42,486,128,,5,San Mateo Running
2025-12-05,9746.83,4137,133,61.2,43,Redwood City Running
2025-11-27,4993.81,1142,145,73.1,17,Orange Running
2025-11-27,2722.06,1239,129,59.0,12,Orange Running
2025-11-25,9757.54,3539,137,66.1,43,Orange Running
2025-11-22,8121.57,2247,159,87.2,48,San Mateo Running
2025-11-20,6510.35,1727,161,90.5,40,San Mateo Running
2025-11-18,1788.18,662,141,68.8,9,Burlingame Running
2025-11-18,5195.30,1153,163,93.1,28,Burlingame Running
2025-11-18,2590.54,732,146,76.8,12,Burlingame Running
2025-11-16,1797.55,711,131,59.5,7,San Mateo Running
2025-11-15,21162.86,5622,170,98.6,152,Redwood City Running
2025-11-13,10603.87,2960,163,92.8,71,San Mateo Running
2025-11-11,1775.37,600,136,64.8,7,Burlingame Running
2025-11-11,7167.65,1605,157,85.9,33,Burlingame Running
2025-11-11,2423.22,723,132,63.0,8,Burlingame Running
2025-11-10,13022.93,3632,164,92.8,89,San Mateo Running
2025-11-09,8041.37,4103,103,42.1,21,Arvada Running
2025-11-06,7811.54,2190,159,85.4,47,San Mateo Running
2025-11-04,1773.66,574,137,,7,Burlingame Running
2025-11-04,6774.09,1579,164,92.8,38,Burlingame Running
2025-11-04,2543.87,830,144,72.1,12,Burlingame Running
2025-10-30,9788.18,3967,145,72.5,58,Redwood City Running
2025-10-30,8107.63,2170,166,94.1,55,San Mateo Running
2025-10-28,1816.51,588,163,,13,Burlingame Running
2025-10-28,6148.97,1314,166,96.0,34,Burlingame Running
2025-10-28,1638.23,414,148,,7,Burlingame Running
2025-10-28,2395.49,793,140,67.4,10,Burlingame Running
2025-10-26,8092.75,2148,169,99.1,59,Redwood City Running
2025-10-25,8116.02,3325,140,67.1,42,Redwood City Running
2025-10-24,3227.50,978,147,76.1,17,San Mateo Running
2025-10-22,7013.94,1862,166,98.2,50,San Mateo Running
2025-10-21,1799.90,677,139,63.8,8,Burlingame Running
2025-10-21,4682.81,1077,158,87.5,23,Burlingame Running
2025-10-21,2478.26,745,142,69.5,10,Burlingame Running
2025-10-19,5239.86,2212,133,60.7,23,San Mateo Running
2025-10-07,1781.20,587,134,59.3,6,Burlingame Running
2025-10-07,6826.84,1481,160,90.4,34,Burlingame Running
2025-10-07,2770.75,898,137,66.4,11,Burlingame Running
2025-10-04,14522.04,5060,142,71.4,73,Redwood City Running
2025-10-03,3432.40,1084,127,58.9,11,San Mateo Running
2025-10-01,4846.47,2033,128,56.2,18,San Mateo Running
2026-07-04,1610.00,471,164,,11,San Mateo Track Running
2026-07-04,3210.00,789,171,100.1,22,San Mateo Track Running
2026-07-04,1210.00,342,149,,6,San Mateo Track Running
2026-07-02,4043.92,1146,158,86.8,24,San Mateo Running
2026-07-01,10016.63,2736,174,104.5,83,San Mateo Running
2026-06-30,3250.04,926,158,85.8,19,San Mateo Running
2026-06-28,2006.63,601,145,72.8,9,San Mateo Running
2026-06-27,9100.13,2495,172,102.0,73,San Mateo Running
2026-06-23,10019.60,2836,161,87.6,64,San Mateo Running
2026-06-21,833.64,258,161,,6,Redwood City Running
2026-06-21,7309.24,2001,170,98.2,54,Redwood City Running
2026-06-20,1450.27,440,160,,9,San Mateo Running
2026-06-20,3210.00,730,173,104.1,22,San Mateo Track Running
2026-06-20,1303.62,377,163,,9,San Mateo Running
2026-06-18,8707.53,2485,167,96.0,64,Burlingame Running
2026-06-17,5148.13,1417,174,103.9,43,San Mateo Running
2026-06-15,7010.97,1970,175,104.9,61,San Mateo Running
2026-06-14,2633.06,723,161,87.3,16,San Mateo Running
2026-06-13,5111.86,1398,159,90.6,32,San Mateo Running
2026-06-12,3422.61,949,166,97.3,25,San Mateo Running
2026-05-28,9015.13,2467,167,95.6,63,San Mateo Running
2026-05-26,8138.41,2263,162,89.3,53,San Mateo Running
2026-05-24,9017.13,2522,168,96.1,66,San Mateo Running
2026-05-22,7006.05,1932,161,89.3,43,San Mateo Running
2026-05-21,8070.23,2298,160,86.0,50,San Mateo Running
2026-05-19,3431.31,998,157,84.9,20,San Mateo Running
2026-05-17,8064.01,2280,170,98.5,62,Redwood City Running
2026-05-16,1379.10,438,156,,8,San Mateo Running
2026-05-16,2820.00,648,174,105.3,20,San Mateo Track Running
2026-05-16,1306.98,385,151,,7,San Mateo Running
2026-05-14,8072.19,2241,166,95.6,57,San Mateo Running
2026-05-12,6180.91,1905,159,86.6,41,San Mateo Running
2026-05-11,7018.29,1953,172,101.1,56,San Mateo Running
2026-05-09,1257.79,368,157,,7,San Mateo Running
2026-05-09,2410.00,559,169,,15,San Mateo Track Running
2026-05-09,1254.34,384,148,,6,San Mateo Running
2026-05-08,6515.11,1853,168,98.5,50,San Mateo Running
2026-05-07,5665.54,1696,164,94.3,42,Menlo Park Running
2026-05-03,5011.52,1447,174,104.6,44,San Mateo Running
2026-05-02,3245.16,893,167,99.4,25,San Mateo Running
2026-03-22,6840.23,1862,175,105.2,58,Redwood City Running
2026-03-21,6480.33,1785,173,103.2,54,San Mateo Running
2026-03-02,4276.30,1650,145,70.9,24,San Mateo Running
2026-03-01,3229.45,875,160,87.6,19,San Mateo Running
2026-02-17,14934.17,4206,156,83.4,82,Burlingame Running
2026-02-15,8415.72,2259,169,97.0,59,Redwood City Running
2026-02-14,6946.55,1718,166,94.5,44,San Mateo Running
2026-02-12,8722.38,2515,158,85.3,51,Burlingame Running
2026-02-08,16124.58,4395,171,99.1,120,Redwood City Running
2026-02-07,6470.04,1669,164,93.9,42,San Mateo Running
2026-02-05,8730.46,2641,153,80.0,47,Burlingame Running
2026-02-04,12124.45,3336,167,95.2,86,San Mateo Running
2026-01-27,6512.94,1717,169,99.4,48,San Mateo Running
2026-01-24,8689.50,2418,170,99.1,66,Redwood City Running
2026-01-18,10487.61,2780,166,94.1,71,San Mateo Running
2026-01-10,7020.55,1826,164,95.8,47,San Mateo Running
